"id","textDisplay","authorDisplayName","publishedAt"
"Ugw9id-2I4euvPKnLsp4AaABAg","Hello I&#39;m from Myanmar","@hforyou9350","2023-10-12T01:51:47Z"
"UgwmABUw3bSYwt0uH2N4AaABAg","Hello from Uzbekiston","@gulchexraasemova31","2023-10-11T07:09:45Z"
"UgyMmnU6fHj2HeuRBBF4AaABAg","Hiee ....from India...❤️","@praveena2562","2023-10-09T15:28:26Z"
"UgycKFbXgCkX6-Pk1hN4AaABAg","Islam brings man from the worship of other people to the worship of the Lord of the people, one Lord. It is not just a religion, but rather an integrated way of life.","@elhachimivariety384","2023-10-09T11:09:00Z"
"Ugw9xPAO7qBl259z7gd4AaABAg","Thank you.I learnt a lot of knowledges in this group. I&#39;m from Uzbekistan","@OtabekSoatmurodov","2023-10-08T08:11:32Z"
"UgwmofdtHpgA9Ib2R5d4AaABAg","Hey, From Bangladesh😌.","@forhadahmed829","2023-10-05T02:30:39Z"
"UgzEc8LfTCUmdWWhWmZ4AaABAg","Thank you very much again","@user-yh8bu1br1s","2023-10-03T06:16:18Z"
"UgyQeAvTue114Fbx3_h4AaABAg","And l from Uzbekistan","@Abduhalikovva","2023-10-02T15:50:55Z"
"Ugxzc2pW7UT8e5qT1V14AaABAg","I&#39;m learn English language upper elementary it&#39;s okay for me","@Abduhalikovva","2023-10-02T15:50:33Z"
"UgyoLMTkd2BYWCjwj394AaABAg","Nn","@felixgamer1169","2023-10-02T15:07:49Z"
"UgyfDamX4kL2grPzLUV4AaABAg","Azerbaijan❤","@user-qu5ii4hk6c","2023-09-29T17:25:24Z"
"UgwYEx6cgfDUowhoxLV4AaABAg","very good content. I am learning english . so grow up my listening and pronounciation. very good. this content more and more become for we. because very useful","@dilshodkodirov2413","2023-09-28T12:15:26Z"
"UgzDLNMmbQNKD1_mSBF4AaABAg","Conquer is very important<br>Every people doing but failed","@satheeshsatheesh8544","2023-09-27T17:38:00Z"
"Ugxw6f7-8znbxmTNO7p4AaABAg","Hi .I am from India.This is very useful programme.","@bhaktigyaaninsidemodernworld","2023-09-26T17:13:49Z"
"Ugy15b70FyERNvguQzV4AaABAg","Hello from vnese","@VuPhanPortlogics","2023-09-26T13:43:14Z"
"Ugw3_Of-UbfKZuLai8J4AaABAg","Hi","@user-pl5oe2bn2e","2023-09-25T11:18:48Z"
"UgwJukDS-86CW04ncnZ4AaABAg","I love it","@Ggggggysdsdsfdy","2023-09-24T23:06:26Z"
"Ugy9x3EfdRNweuhCvO94AaABAg","Hello","@ibodilamahmudov2042","2023-09-24T16:26:45Z"
"UgyqWm82CNegvtUM5hB4AaABAg","From Bangladesh 🇧🇩🇧🇩❤","@ramim0074","2023-09-24T09:18:41Z"
"Ugys5-Gg_hlfZca2Vyt4AaABAg","Hello from Bangladesh","@tawfiqshahed8270","2023-09-24T05:02:25Z"
"Ugyng-GzrDk4t9_6DvV4AaABAg","THANK YOU Very much","@football_funny_006","2023-09-23T17:08:37Z"
"UgxwBiik_hsIahxLEk94AaABAg","Hello from Uzbekistan🇺🇿","@Wunchakii","2023-09-22T13:33:52Z"
"UgwarylBuOkq4hwPQXB4AaABAg","My Dream is going to abroad for higher studies along with my husband and child.I wish May be one day  it will come true.","@ritsbacks6349","2023-09-21T14:40:17Z"
"UgwgUO9bp6bKd2bza214AaABAg","Hi my friends","@englishwithpaulagabriela3988","2023-09-20T13:41:20Z"
"Ugzqjfk0JKG3-uy2gGp4AaABAg","Hello everyone! ❤ I’m from Mongolia","@zhackuzhacku1225","2023-09-17T08:59:48Z"
"UgyuPuibQKclM1r8Rhx4AaABAg","hablo español, y he estado aprendiendo hace 1 año ingles y ya estoy aprendiendo por los canalesde ingles, no todo es verdad intentare saber lo que es verdad y lo que es falso que lo descubrieron en internet y voy a ver muchos videos de aprender ingles","@Rafaelurzuatorres","2023-09-14T20:58:28Z"
"Ugwu_mp99kbRNlzqci54AaABAg","Hello from Karakalpakstan ❤","@GuljaxanTurganbaeva","2023-09-14T05:39:55Z"
"UgwbxJHPVnkADA87ceN4AaABAg","Hello from Bangladesh","@admksohel1842","2023-09-13T18:48:44Z"
"UgwLv9BZLf1Z2LAX4PV4AaABAg","Thanks for useful podcast 🎧❤","@user-Arabinka","2023-09-13T09:15:40Z"
"UgwMee3xKlKOC3mw6EZ4AaABAg","Hello i am frome Azerbaijan❤🇦🇿🇦🇿","@turalhuseynov2043","2023-09-12T18:29:12Z"
"UgwOXuK4QtNvpW-WyhV4AaABAg","Hello I am from Uzbekistan","@Baxtiyorjonov","2023-09-12T16:26:53Z"
"UgyYgPTcRpk4TPeUDGZ4AaABAg","I’m thankful to u bbc for such a wonderful video .I’ve learned a lot from this video  like new vocabularies,sentence formation and so on. My childhood dream  was to become a doctor,but I studied electrical engineering . Now I’m homemaker😂so funny right","@Clover_was_here","2023-09-12T15:54:43Z"
"UgxEaDq1jHl9LkD4iX94AaABAg","This video is telling about the dream. The main thing of the video is we must hard work to achieve our dreams . Herman and daisy is dream achievers","@mohammedjaseer1102","2023-09-09T14:36:46Z"
"UgyOHJPKoec0nkeEi1Z4AaABAg","Hi from UZBEKISTAN","@df_stick.er01","2023-09-08T14:13:33Z"
"Ugzs6MbxWFEm_FJkLcN4AaABAg","Hello from Myanmar","@mysunshine6881","2023-09-08T03:13:13Z"
"UgyVIdqy6TJ8KEtivEZ4AaABAg","I had small dream when I was child, that was when I grew up I can help  everyone, but now I am helped by all. So guys, pray for me to success my dream🌻🌻","@user-dk6ot3xd7b","2023-09-06T02:54:35Z"
"UgyPafsGVLCmSBEo-lJ4AaABAg","i hope you take of the music it is so annoying","@butterfly7448","2023-09-05T01:36:49Z"
"Ugx89G7AqPMtS68e3uZ4AaABAg","Conquering our dream is difficult but possible if  we have a strong will. It made us happy .the topic is very valuable thank you so much","@theskillfullife","2023-09-04T15:31:58Z"
"UgzWE-Kw8j0W1d9XXFx4AaABAg","I likes your videos. It help me to improve  my  English learning. I have  dream to speak and write English fluently.","@ayishajazah9292","2023-09-04T03:46:04Z"
"Ugx-bHlIbxJNBEvtsGZ4AaABAg","Hello from mouritania 🇲🇷🇲🇷❤","@user-rt2rr2wu1l","2023-09-03T19:50:42Z"
"UgxLn7efAOjzG6B2LfZ4AaABAg","Assalamu Alaykum from UZBEKISTAN 🇺🇿","@UFC_WORLD_LIVE","2023-09-03T02:07:10Z"
"UgzLr9dXBASLMBUAM294AaABAg","My fast time watching this tip video <br>Next time more concentrat watch this video content caching","@aruncp6919","2023-09-02T06:41:43Z"
"UgxlingQt4ddvnPNvlN4AaABAg","Thank you BBC for this useful vedio❤","@achuarcha8912","2023-09-01T14:13:36Z"
"UgxQioNgaeVggu_f9j94AaABAg","This is first video that I practice English. Thank you so much for your video. I hope my English is better. 🎉","@May-xi2uu","2023-08-31T17:27:00Z"
"UgxHe9X-SRRYHeKaO414AaABAg","Hi","@Hearthackerboy1","2023-08-31T12:51:56Z"
"Ugz1PQSv80-nux0I2xR4AaABAg","Hello from Brazil","@Ive411","2023-08-31T10:03:26Z"
"UgzIF3HulgNmIX84I6V4AaABAg","Thankyou BBC Team,  This video is very useful","@anjun.k9371","2023-08-31T05:00:47Z"
"UgyRe7LUx6TA-1Qm-ZN4AaABAg","Utopia<br>Outlandish<br>Conquer<br>Humble<br>A grain of sand","@bubbaspirit4432","2023-08-29T00:07:00Z"
"UgyzQclW5P6an1oVv414AaABAg","This platform is really amazing to learn &amp; improve the listening  level as well.","@nazminakter3745","2023-08-26T13:38:15Z"
"UgwrXIP-qZatoRsUK5V4AaABAg","Hai I enjoyed the video I want to speak fluently","@vinodk2733","2023-08-26T12:55:19Z"
"UgyWHxGNnpTDMBHPjD94AaABAg","every one have dream, but someone is following it, someone isnt following,<br><br>utopia is a dream land, it didn&#39;t creat untill now","@wingsofdream7198","2023-08-26T02:25:27Z"
"UgySp1FiNIaniTeu25F4AaABAg","Hello Im from Algérie ❤❤","@HarizS-xq5ig","2023-08-25T20:00:05Z"
"Ugwr5cs9-FBUwwWuz0l4AaABAg","Hello.  I&#39;m from Panama 🇵🇦.  I study English.  I practice my listening with those videos . I want to improve my listening skills 💡🎉","@aguerrero3703","2023-08-25T19:13:57Z"
"UgwTX1nFYtSz1irF2D54AaABAg","is this channel/ video helps with ielts or something i mean with improving listening skills? does anyone try this ?( i just want to improve my english and then i heard about this channel)","@mledyx5604","2023-08-24T17:02:07Z"
"UgwUEGYCoRjvddv_lZ94AaABAg","Dear BBC team. You are the best😍 Your videos and topics are very very interesting. Thanks 💜","@mirzayeva__g7478","2023-08-24T14:49:18Z"
"UgxNzgwkuRnJX7SbRMx4AaABAg","Yahh...gimana yakk, mimpi gue waktu kecil mo jadi pembantu 😂","@lipppy220","2023-08-24T09:47:23Z"
"Ugxh7E7Ttj47BODt_ht4AaABAg","Hello from India 🇮🇳🇮🇳","@atulgarg243","2023-08-23T17:00:06Z"
"Ugz9o8PDYXXZEeZ2ZRN4AaABAg","Hello from Bangladesh 🇧🇩","@MuhammadMahdi-ef2ns","2023-08-23T05:30:09Z"
"UgxmO--lQKU7MGeFNCZ4AaABAg","Hello from india","@anilhr4044","2023-08-22T14:13:04Z"
"Ugz-8u-EQkysWsGvhQJ4AaABAg","Hello from Azərbaijan","@fuadismayilov304","2023-08-21T05:46:20Z"
"Ugxqi8j1sm-Lm-pq-Cx4AaABAg","Hello from India","@aparnnadash7551","2023-08-20T07:37:41Z"
"UgwkKZXQQQmmjQlrA694AaABAg","Hi from Russia!!","@madderled","2023-08-18T08:50:38Z"
"UgwK4Z8lZTYPxs93QuB4AaABAg","Hello from Somalia","@nimcoyuusuf6144","2023-08-18T08:29:50Z"
"Ugx26JhLkJ_gVSrcGk94AaABAg","Finland is utopia.<br>if you struggle with your idea,just leave it.<br>there are many outlandish places in our world.I&#39;m very humble.<br>in my family, i&#39;m a grain of sand.don&#39;t conquer your interest ,just follow your passion.","@eaintkyi2794","2023-08-18T04:02:03Z"
"Ugz9Yj4Idxrb6mtOOtx4AaABAg","Hi.. I&#39;m from nusantara , and do you know 17 august 2023 yesterday is independence day to my countries.. nice to learn at this youtube channel. I&#39;m Indonesia","@sitijampi","2023-08-17T23:08:39Z"
"UgzcY2er3UbishNbeXt4AaABAg","Hello from kurdistan❤️💛💚🤍","@user-fx5zp1vs8t","2023-08-16T21:37:39Z"
"UgyMRD0GwFJLe0nvmDR4AaABAg","Hello from Saudi Arabia🇸🇦🫡<br>السلام عليكم ورحمة الله وبركاته 🇸🇦","@Atheer-14","2023-08-16T21:35:44Z"
"Ugxqh3t_T-1XNNpkEmN4AaABAg","Follow your dream and trust ourselves success on the way","@shinugauthaman8533","2023-08-16T18:51:22Z"
"UgwHIABNUwOCGf8eXWx4AaABAg","Hello from uzbekistan","@roziyahusanova5395","2023-08-16T04:02:20Z"
"Ugzub660kd-QvRL7SMZ4AaABAg","Lots of love from Azerbaijan, nice to be here with you, BBC🎉","@lexi080","2023-08-15T17:05:57Z"
"Ugy9plB000VWYiCLNA14AaABAg","Hello from Belarus 🇧🇾","@user-vt4ez4qm1w","2023-08-14T19:19:48Z"
"Ugy2hI05E2Z1GM1otZV4AaABAg","Very useful and knowledgeable","@abdulrasheed.p9521","2023-08-13T06:43:30Z"
"Ugzrr2mNtg3kKHCICxJ4AaABAg","Iam very grateful ❤️thank you so much guys   ... Great job✌🏻","@thisisyourthenmozhi9766","2023-08-13T04:38:17Z"
"Ugy-4G3ljELTyKiiYOp4AaABAg","Hello from oʻzbekistan","@user-pu5dh2yi2v","2023-08-13T03:18:22Z"
"UgxUkHaZ-z26a7zkemR4AaABAg","Thanks for your videos, lessons","@anaralishakhmanova1303","2023-08-12T11:18:59Z"
"Ugz-7Y7qZIu8VVZi8Xd4AaABAg","Hello from Kz 🎉","@anaralishakhmanova1303","2023-08-12T11:18:37Z"
"Ugw0x4wv43mSVBjhmop4AaABAg","interesting, listen to you, every day during the breakfast","@THE4yk","2023-08-12T04:28:53Z"
"UgzHLIV6ls4M4bP74ft4AaABAg","I&#39;m really surprised because am used to watch BBC YouTube channel for developing my English language. I accidentally found this video ..its quit impressive and helpful me.Its a great initiative from BBC .To learn English language is one of my dream......","@harshagopal7607","2023-08-09T14:14:46Z"
"UgzwxSxQSvD4j6xAYX54AaABAg","Thanks BBC<br><br>When we were young, we often had big dreams. Unfortunately , as we grow up, these childhood dreams often get lost in the adult world of jobs, money, families and careers. However, not everyone decides to give up and they continue to follow their dreams since they want the world to be a utopia where people could enjoy and get along with each other.<br>Therefore, in this program, we’ll be listening to those making their dreams come true, not by changing the world but by changing themselves.<br><br>According to Daisy, the first dreamer, she believes in the sharing of resources in Riverside where people get the same amount no matter how hard they work. That is a belief that people from the outside world often struggle with and find it outlandish.<br><br>Turning to the Zapps, a family, Herman Zapps has become so humble after meeting countless people and listening to their stories. Somehow he turned to the one who was conquered by the world and realized he was just a grain of sand, small but still important.","@irenefang246","2023-08-07T23:05:14Z"
"UgweZhut4CKPZrCClrV4AaABAg","Anyone from Bangladesh?🇧🇩","@refat_07","2023-08-06T18:04:52Z"
"UgzJkYxP_Ghe8Z-jO_14AaABAg","Wow very useful video.Thanks a million","@user-cn8mk6sf1w","2023-08-03T09:27:12Z"
"Ugxshz50FgdGAsuhNOV4AaABAg","Bangladesh 🇧🇩","@cyberlife3303","2023-08-02T19:37:07Z"
"UgxEfMyUN1LrX8huQVV4AaABAg","I&#39;m from Bangladesh","@AlaminIslam-mj6kb","2023-08-02T17:25:48Z"
"UgylyGGvTHpGgUnX8st4AaABAg","Ah yes, communism","@user-vt3jy1yj2n","2023-07-30T04:33:25Z"
"UgzSCE6diERGXa6qt954AaABAg","Hello from Nepal ❤🎉😊","@tulashamagar","2023-07-29T21:10:57Z"
"UgzZMphGoG3Pga2nw-x4AaABAg","From Bangladesh 🇧🇩","@nusratjahanjasma6507","2023-07-28T17:42:51Z"
"UgzkMRWhRFHAyl2mrxF4AaABAg","Everything of this video is good except the part Daisy relating the way money is devided to communism(that&#39;s not how it works).","@01.nguyenucan9","2023-07-28T02:59:16Z"
"UgwIxH7sWMfR7wSXjmJ4AaABAg","I&#39;m from Bangladesh","@marufchowdhury1113","2023-07-26T15:43:12Z"
"UgzPry6BiL7Ni0SfUOp4AaABAg","I joining this canal now. I think I learn much things","@navrozsafarov2836","2023-07-26T13:17:12Z"
"UgxDdbQc-TSdTQ_uCet4AaABAg","Hi from Kazakhstan 🇰🇿","@hi_sj","2023-07-25T11:26:34Z"
"Ugw2IK7IwiOeISWmFPF4AaABAg","Hi everyone!   
<br>If you like this great video (I do), you might also like 1000 Word Interviews, a channel for intermediate level conversational listening practice. 
<br>Each video is a simple but fun conversation. There is a new guest in each video who speaks about a personal photo of theirs. The videos go for between 5-10 minutes.  
<br>The questions and answers from the videos,  discussion topics and a brief lesson outline are all included in the description.  
<br>I hope it is useful for you! 
<br><a href=""https://www.youtube.com/watch?v=pdrTrAvXgO8&amp;t=205"">https://www.youtube.com/watch?v=pdrTrAvXgO8&amp;t=205s</a>","@1000WordInterviews","2023-07-25T00:57:00Z"
"Ugz1ZUpu3VYbNH7FSmt4AaABAg","Please, does anyone know of a YouTube channel for crime and investigation content? Who speaks British English 🥺🥺","@user-op1zj5pg6r","2023-07-24T12:19:44Z"
"UgxRaSTPogU1C__O_jV4AaABAg","From vietnam","@arichu5007","2023-07-23T14:43:43Z"
"Ugws_y5oJyxLYgk98Zx4AaABAg","hello from uzbekistan 🇺🇿🇺🇿","@ismoilbaxodirov982","2023-07-23T09:38:38Z"
"Ugw4m6eYyWBrLOjVIiN4AaABAg","Xoss","@aarishahmed-xj5uq","2023-07-23T09:25:41Z"
"Ugy35iNHJhHxE97FUHx4AaABAg","Hey from 🇺🇿 Uzbekistan. Uzbek sila","@ielts1301","2023-07-23T08:15:57Z"
"UgwZ_BElKIGpevNS4lp4AaABAg","I am from Bangladesh","@md.mazedulhassan7714","2023-07-20T13:56:13Z"
"UgyiCVf6TcjJ3KfiRgF4AaABAg","THANKS. I LEARN LOTS OF THINGS FOR THAT VIDEO.","@abrorusmonov7965","2023-07-19T19:17:15Z"
"UgxMkZCa8ekjdVeSb2l4AaABAg","Hello 👋 UZBEKISTAN🇺🇿","@user-dn3ji8uq8m","2023-07-19T04:15:35Z"
"UgxyCFHiXXBp4r0vEpN4AaABAg","Hello, from Argentina","@rodrigoderechocivil7594","2023-07-19T03:37:05Z"
"UgwvkSYcChlCVEW_hcp4AaABAg","I dreem of F16 for Ukraine as soon as posible, to clear Ukraine from russian occupants and russian army.","@lifepets","2023-07-18T15:52:00Z"
"Ugwx9wmTPWt2GjSSsCN4AaABAg","very good video nice voice  and many documents work hard.   Thanks you all so much","@nganang-kh9lp","2023-07-18T02:19:19Z"
"UgxTevvUPJLZmbNqCSd4AaABAg","Love from Bangladesh ❤🇧🇩💕","@tasridi","2023-07-18T01:37:14Z"
"UgwWKTxqFcgiSJ51OF54AaABAg","GSET students💪","@Harsh-jw6fo","2023-07-17T08:41:48Z"
"UgzcKG3RdQva-PeoirB4AaABAg","I&#39;m from Indonesia.. 👋","@bintSyahsStory","2023-07-17T05:45:11Z"
"UgwMa3lJUGZIqvGvE5N4AaABAg","Hi there ! I&#39;m from Uzbekistan and I can say that your channel one of the most useful and Great Programs that  I konow.   ..... Break a leg!","@chimyonchimyon964","2023-07-15T16:44:46Z"
"UgzCc9EBsV4yU_0cYLJ4AaABAg","Yes of course . it is help me","@beknazarovamushtariy1974","2023-07-15T06:38:55Z"
"Ugzh5nCKBnx2rkTR1Nd4AaABAg","Thanks","@Muhammadayyub123.","2023-07-15T06:09:16Z"
"UgweaOOXvSZC2MtxxxF4AaABAg","Assalomu alaylum ,I am from Uzbekistan .","@OzodbekOzodbek-iy7km","2023-07-15T05:57:02Z"
"Ugylv-vEegm0F84x4sB4AaABAg","This podcast is helpful to Listening","@OzodbekOzodbek-iy7km","2023-07-15T05:55:50Z"
"UgyUfbhEGehyXWhhsjh4AaABAg","is it for intermadite level.<br>Who can tell me about it","@user-gs8cp8eu9l","2023-07-14T16:55:43Z"
"UgzSjjzmoRyQvIwE79V4AaABAg","Hello i&#39;m from morocco ❤🇲🇦","@InEnglish-sg2cc","2023-07-14T14:03:05Z"
"UgyaFBFhD4yQYZQKDlV4AaABAg","Utopia: perfect world where everyone is happy <br>Struggle with idea : find difficult to accept<br>Outlandish: strange an unusual <br>Humble: not arrogant or proud <br>Conquer: to control  with force<br>A grain of sand: to describe something which is insignificant yet an important thing <br>&quot;The number one regret is not following your dreams&quot;","@asiaattia2773","2023-07-13T11:15:11Z"
"UgwL0kvh4tpCWFg3-_N4AaABAg","Thanks for your best lessons","@farzanaahmadi9054","2023-07-13T11:07:01Z"
"Ugz9QmFFfgiJ5qC-rjt4AaABAg","Listening this podcast while sleeping 💤... I&#39;ve been learning English by myself. It&#39;s quite helpful to improve my English listening skill. Ty.","@line0451","2023-07-12T08:42:28Z"
"Ugz5brrE0S2Cjn_c1rd4AaABAg","Hello, I am from India...","@chanchalkumari4626","2023-07-11T13:26:20Z"
"Ugyqig8lGboWSlknk2N4AaABAg","Hello From Bangladesh 🇧🇩<br>👍 the hit button","@itsred1250","2023-07-11T11:24:40Z"
"UgwonvT9SNBO1MKvE8x4AaABAg","Hello from india","@bhavnadesai2187","2023-07-09T16:28:19Z"
"Ugwn2_c_ysX218kaXBl4AaABAg","Hello from Uzbekistan🇺🇿","@RecReels","2023-07-09T15:55:39Z"
"Ugxgu-g5jGNj7dNrKp14AaABAg","Excellent","@mrsohag598","2023-07-09T05:35:52Z"
"UgxSLZf5zftMxcc1bC54AaABAg","Hi, I&#39;m from Iraq.","@ligands0","2023-07-08T18:13:24Z"
"UgyLkJ_MzRTzIM1pIGR4AaABAg","Thank you very much❤<br>I&#39;m from Palmyra","@Noor-hm6sz","2023-07-07T23:11:16Z"
"Ugz43idrBSEbx-b55oR4AaABAg","Uzbekistan❤","@AbdulazizHabibullayev-bd3ou","2023-07-07T08:56:11Z"
"UgwMwezKbG88to3WVBZ4AaABAg","I have so more dream to became a innovative Engineer<br>And having a good command on it and software not only that I would get Ms from forgien country by taking ilets","@informationkidunyaa9294","2023-07-07T03:55:43Z"
"Ugyja423geRln7eUsu54AaABAg","Hello from Afghanistan 🇦🇫 ❤","@asilaalizada-rx2ct","2023-07-05T12:00:03Z"
"UgwbxpaifXkOJ-ts4014AaABAg","I love this video, is so short but at the same time is super useful ❤❤","@kiaomi7491","2023-07-04T13:17:26Z"
"UgzBAk5z3OMsY7lP6kJ4AaABAg","As much as I wanted to follow my dreams I end up finding things as prison and sooner or later must let it go and live reality then dream ( old or modern Slavery prisons - mainly old slavery prison).","@Deshan791","2023-07-03T15:39:44Z"
"UgwB3ZK3-6BR3kRSipt4AaABAg","I&#39;m from Uzbekistan🇺🇿","@rwg457","2023-07-03T09:12:54Z"
"UgwDUdVVnIYlBgK1LvF4AaABAg","Hello from UZBEKISTAN","@world_uz_game644","2023-07-02T15:30:04Z"
"Ugys1xfw6Z-54RRReAd4AaABAg","Hello from JAPAN🇯🇵🍣","@user-dj5ls9go1d","2023-07-02T12:50:42Z"
"UgzD5JabIEOL8UsZrj54AaABAg","after listening this video , i feel really happy and learn more valuable lesson about life . Thank you for helping me improve English . I am trying my best to learnn English with a view to travelling abroad and beacoming a famous fashion desinger .!!!","@Danthanhnguyen2010","2023-07-02T02:16:38Z"
"UgwGeIJairQCUYjyd1V4AaABAg","top life regret. At least we have people like Daisy and Herman to remind us dreams can come true!<br><br>Beth<br>OK, let’s recap the vocabulary from this programme, starting with utopia – a perfect world where everyone is happy.<br><br>Neil<br>If you struggle with an idea, you find it difficult to accept.<br><br>Beth<br>The adjective, outlandish, means strange and unusual.<br><br>Neil<br>To conquer something means to control it by force.<br><br>Beth<br>Someone who is humble is not proud or arrogant.<br><br>Neil<br>And finally, the phrase a grain of sand describes something which is both insignificant yet somehow important.<br><br>Beth<br>Once again, our six minutes are up. Bye for now!<br><br>Neil<br>Goodbye!","@dandelion1594","2023-07-01T23:32:14Z"
"Ugz8aQ4ayo2XgRWwWvN4AaABAg","Hello from Algeria 🇩🇿","@halabenali4909","2023-06-30T10:52:36Z"
"Ugyt7_GaCZtY6GkoL1l4AaABAg","I like so much BBC... I&#39;m  larning English ❣️ Thanks 🙏 BBC 👏👏👏👍🇧🇷 I&#39;m fron Brazil 🇧🇷","@ritalima7410","2023-06-29T20:09:33Z"
"Ugw3Vp2vnH187Aj_cIh4AaABAg","Assalomu alaykum i am Uzbekistan","@world_of_fishes007","2023-06-29T18:05:57Z"
"Ugwy6GZu4R31jqAWZQN4AaABAg","conquer means  to get by force","@decorpassionborivali3558","2023-06-29T05:12:31Z"
"UgwNO2dye-7qUzQxp6p4AaABAg","Landish - means strange  or unusual , grain of sand - insignificant ,","@decorpassionborivali3558","2023-06-29T05:11:50Z"
"UgzDh7tUQEfH5-lHIlJ4AaABAg","Hello I’m listening from Cambodia","@tipswithnna6670","2023-06-28T11:03:24Z"
"Ugy6O6unsjbvqUb9nr54AaABAg","orzularingizga ergashasizmi <a href=""https://www.youtube.com/watch?v=26PrgjTboVQ&amp;t=111"">1:51</a>","@user-jk4nf9wv3p","2023-06-28T09:55:28Z"
"Ugw7CM3zokFkjYd27iV4AaABAg","Hello from Vietnam with ❤❤","@NguyenThanhTNA","2023-06-28T01:34:57Z"
"UgxwQndH7i0Cdpd7-E94AaABAg","Hello!<br>Where can I find some videos with level C1?","@user-rv3gu7cd1z","2023-06-27T07:58:17Z"
"UgxGn-lUWUKUzvl4Mz14AaABAg","I am, watching from Bangladesh.","@badrulalam8499","2023-06-27T05:19:39Z"
"UgwEWQEQ2tCPUnf07ld4AaABAg","Hello everyone I&#39;m from Uzbekistan 🇺🇿","@newboypubg8523","2023-06-25T20:54:09Z"
"UgycA78WNAY4y8HVQGV4AaABAg","where  can I<br> find the scripts?","@nancyoo2489","2023-06-22T14:44:17Z"
"UgxxFMiuwg7z603qR354AaABAg","Hello everybody.I am from Uzbekistan.I love that program.it&#39;s great.","@dilnozadavronova275","2023-06-22T10:25:58Z"
"UgwRYfWNEGTJQ2GowoF4AaABAg","I don&#39;t understand what you&#39;re talking about.<br>But who persistently learned and understood the language ❤","@aishaibrahim6483","2023-06-20T03:16:48Z"
"UgxKFSkTnNj284Ho3jt4AaABAg","I am Form India","@ak-kx7gp","2023-06-18T15:40:45Z"
"Ugz_XkaIG8WLQGTeprt4AaABAg","Nice video for learning","@MNQuotes786","2023-06-18T09:48:01Z"
"UgxQSWBsgM5pOFGvNeB4AaABAg","Uzbekistan 🇺🇿 goo","@Akin_DSP","2023-06-15T18:55:41Z"
"UgyJNR1UP9li00IUpgF4AaABAg","We hope you enjoyed that video! Here&#39;s some useful language for talking about regrets 👉<a href=""https://www.youtube.com/watch?v=CV5i4U9srrs"">https://youtu.be/CV5i4U9srrs</a>","@bbclearningenglish","2023-06-15T09:35:36Z"
"Ugx_0pSEgGjahVe4GrR4AaABAg","What should I do to learn English??..","@rokiaamr3643","2023-06-12T19:59:30Z"
"Ugx1Hc11CBET1fkDygV4AaABAg","My from Bangladesh 🇧🇩🇧🇩","@MdMahamudulhasan-bh8mt","2023-06-11T00:58:54Z"
"UgwASzaFzHacCp5lp4F4AaABAg","excelent idea for learn english.","@user-sy6ek7gc4y","2023-06-10T14:28:04Z"
"Ugw4a8QplzuvQhCPm8d4AaABAg","Tysm 😍","@hafsaakrour888","2023-06-09T19:32:56Z"
"UgzbcOOOIJRUAv5wN4t4AaABAg","Hello Tashkent","@jimkerry2772","2023-06-09T18:02:03Z"
"UgzP6JSd43Crm70Gy1l4AaABAg","Hello from center of Asia, Uzbekistan 🇺🇿","@m7akrom7m","2023-06-08T18:51:03Z"
"Ugzioy_4DiwuJeeKmqF4AaABAg","What was your dream when you were a child? One of my childhood dreams was to have superpowers. I think I wanted this because it would make me feel special and different from everyone else. For example, I used to imagine myself being invisible and sneaking around undetected. I wanted to be able to fly like a superhero and lift anything I wanted. I wished I had the power to teleport anywhere in the world instantly. Also, I dreamed of running super fast like The Flash. And I fantasized about shooting energy blasts from my hands and being able to defeat any villain that came my way.","@AbulfazMehdizada-ob7py","2023-06-08T16:25:24Z"
"UgzHXsmsbz58dGk0Bkx4AaABAg","Hello folks from India","@mdraselsarkar4780","2023-06-08T13:51:25Z"
"UgwWGVaWwAyZ8hql8Y54AaABAg","Pushing communists garbage, are we??? Disgusting!!!","@markfan9068","2023-06-08T05:45:09Z"
"Ugw5BvZuAszAji0Fkgx4AaABAg","Hii i am from India  🇮🇳🇮🇳","@Queenisbusy99","2023-06-07T10:11:28Z"
"Ugz5zxpuaN1Frsr9x4x4AaABAg","Hello from INDONESIA","@NPOD_Indonesian","2023-06-05T16:29:56Z"
"Ugynv72umOhv0QmiDG14AaABAg","thats so good thank you👍🏻","@rawaa6310","2023-06-05T01:06:48Z"
"Ugy6ePkHOuUw14PYLgx4AaABAg","One day I&#39;m gonna have everything i prayed for..","@user-hc7fj6gq4x","2023-06-04T19:32:22Z"
"Ugz3Vm9nu1KC_cw6gVJ4AaABAg","British accents, definitely English-ish!","@words-20k","2023-06-04T01:09:07Z"
"UgxASUiMwpMq9xm8uQp4AaABAg","Hello from Uzbekistan ❤","@user-iv5fi5wx3x","2023-06-03T18:10:58Z"
"Ugy8m-ZLWq0Z32ieEyd4AaABAg","Love Chanel","@Kh-zf1kd","2023-06-02T05:59:44Z"
"Ugx1-dWLJB1dCG9RGJJ4AaABAg","I love your channellll 😊","@eneserul3452","2023-05-31T21:38:25Z"
"UgxGqbSGtzG0yIU9J9p4AaABAg","Hello everyone 👋 <br>Hassan from Egypt","@hsnmasry3949","2023-05-30T10:28:52Z"
