"id","textDisplay","authorDisplayName","publishedAt"
"Ugz1slrIkX4i8lpnazl4AaABAg","No. Because I will be in jail.","@RAWGRIP54","2023-05-29T15:25:23Z"
"UgxfxOGeAZNqm2WCJXB4AaABAg","Hllo from Algeria 🇩🇿","@Aprendeespanol352","2023-05-28T19:26:45Z"
"UgyDnCsNYsboW-AYrM54AaABAg","Hello im from Turkiye. whats up?","@Chelirzz","2023-05-27T16:21:51Z"
"UgwiD49k8kCC4v9d4Z54AaABAg","Im from iraq -kurdstan","@shahrorauf9369","2023-05-27T01:17:30Z"
"UgylCb0x76xeCi3ke4x4AaABAg","Slowly please slowlyyyyyyy","@j.muhammadiyev214","2023-05-26T08:47:18Z"
"UgyfzJiLAx74Rl0Rryx4AaABAg","Thank you🤍","@ivorysubs","2023-05-25T15:57:43Z"
"UgzzlSH-MAAaJymO3nh4AaABAg","May i know what&#39;s level is iit?","@user-rw3mg5cq8s","2023-05-24T17:59:05Z"
"Ugy0CkpRCR7hGd86dpx4AaABAg","I am From Bangladesh","@OMAR-wq7ze","2023-05-21T19:40:28Z"
"UgwMq_AVRpQF2QE5whR4AaABAg","Hello people 😊","@user-tq3fl9th6e","2023-05-21T12:01:32Z"
"UgzZfZojy_aYae-XkLp4AaABAg","hello from Uzbekistan","@javohirbahodirjanov-so4pi","2023-05-20T07:29:37Z"
"Ugw_-dxi-VcBw21Sovp4AaABAg","Hi! I’m pleased to found this channel! It’s valuable, if you really want to learn English! You are fantastic! The way that you used to transmit is simply enjoyable!","@juancarloscaicedo9068","2023-05-20T02:14:05Z"
"UgyTD0MSLqTrjxt91j14AaABAg","It&#39;s amazing video to learn english","@riyazuddinali9980","2023-05-19T06:57:12Z"
"UgwFXVLprfr0Dul_CC94AaABAg","Hello I am from Bangladesh. ❤❤❤❤","@imamhossain4672","2023-05-17T17:43:16Z"
"Ugx0x4EJ6d5vDrK1M4B4AaABAg","I kearn a lot from this program 6 minute in English ❤","@eyncom","2023-05-16T03:21:21Z"
"UgwtqgtkFcticL82MaF4AaABAg","Hello from Sudan","@mohsalih4798","2023-05-14T16:05:30Z"
"Ugyw4Ut9ji_N2EyGIJ54AaABAg","What I always believe for learning languages is to watch video and repeat what you listen","@player....7607","2023-05-14T09:38:06Z"
"UgzZk2EeCZJCgIDlzB14AaABAg","It was brilliant 🌸","@idiomdictionary1","2023-05-13T21:48:38Z"
"UgxTscp6sQVrC95tp6l4AaABAg","I ALWAYS WONDER THE WORLD LEADERS WERE THE COMME FROM TO KILL SO MANY PEOPLE OF THE WORLD","@nivinbakry9922","2023-05-13T14:34:04Z"
"UgzIHEkOF9OjdJ4tjH14AaABAg","Hello I&#39;m from somalia","@qosolweynetv8615","2023-05-11T14:33:45Z"
"Ugzi9avCBJa4-CZVTcR4AaABAg","Hello from Uzbekistan ❤","@user-ny7wc9ic9q","2023-05-10T17:28:23Z"
"UgzNRrDnlKypf9JvkE14AaABAg","Hi dear learners... Hellow from Bangladesh ❤️","@MDMASOMBILLAL","2023-05-10T14:15:40Z"
"UgxognKVzMP_DTOESWR4AaABAg","Hello from Russia","@shtakk","2023-05-10T13:08:21Z"
"UgygJKDyQt7ZX0Y_bG14AaABAg","Hello Tashkent","@user-ee9ji6ho9o","2023-05-09T03:57:10Z"
"UgzKD55dR5vQ-70mLul4AaABAg","Hello from Bangladesh","@sakirezwana2526","2023-05-09T03:01:06Z"
"UgyzubDvtuQ5zrpvUMV4AaABAg","When i was a child i used to think me as a cricketer ❤ But day&#39;s passed and my hobbies get changed. Now I&#39;m off to higher study in UK.","@countrybuzz007","2023-05-08T14:55:21Z"
"Ugw_8oCIklJHmYYKGPt4AaABAg","Like ❤❤❤❤❤","@listeningskillchannel6974","2023-05-08T09:07:51Z"
"UgzOWffK1ncAZ3StYWJ4AaABAg","Hello from Bangladesh❤","@MDMaruf-kk2oj","2023-05-07T16:01:08Z"
"Ugwfx59yI0wKBrUdY_d4AaABAg","Jordan","@user-qu3tw7fu5q","2023-05-06T16:16:16Z"
"UgyXutjGTadTUWu7Ild4AaABAg","from Uzbekistan.🇺🇿🇺🇿🇺🇿","@umidaxontv.9534","2023-05-06T10:14:05Z"
"UgzQxP3BMDAHdy4AzEh4AaABAg","hmmg","@oj2416","2023-05-06T06:07:30Z"
"Ugy71U5Cd2MWhD3qXqp4AaABAg","Hello for everybody","@mayramxonsafarova3272","2023-05-06T04:17:56Z"
"Ugz7z6mA4VBEZkTZxUJ4AaABAg","Hello from Bangladesh","@badsha9876","2023-05-05T17:40:35Z"
"UgxA4NESQD4e1yLWqfx4AaABAg","Hello from algeria 🇩🇿","@Aya-un9pk","2023-05-05T14:32:17Z"
"UgykQFPyL4VUdRwTq5p4AaABAg","Hello ! I&#39;m from India. 💐","@buldhana1967","2023-05-04T15:39:16Z"
"Ugxm0-n_GNQxSVvfkl54AaABAg","Hello<br>I&#39;m from Algeria","@zoheir-tube1717","2023-05-03T12:43:25Z"
"UgxNqeTHE8a6NR4b1GJ4AaABAg","Date: Wednesday, May 3rd, 2023 <a href=""UCkszU2WH9gy1mb0dV-11UJg/ePgfY-K2Kp6Mr8oP1oqAwAc""></a>🌍","@ngocthachtruong9889","2023-05-03T00:51:16Z"
"UgwltgK1xUlXiepmvt94AaABAg","Hello from Uzbekistan , Let&#39;s practice together , feel free to write","@Abdulazizsmall00","2023-05-02T13:21:27Z"
"UgyTvMGapsySOtcYTax4AaABAg","This is an amazing resource! I use this at my school for Year 11 ESL. Thank you so much!!","@Breewilly","2023-05-02T05:54:52Z"
"Ugzb334v5Us-QBCuNXp4AaABAg","Hello from Kuwait","@user-hv4pe5ov1g","2023-05-01T22:19:43Z"
"Ugz9xKYNz9uSd2fTRNF4AaABAg","from Myanmar🇲🇲","@SarahEllise","2023-05-01T15:09:42Z"
"UgyNOQvaBa5t9_OH1_x4AaABAg","Hello from Uzbekistan🇺🇿🫀🤝","@DASTEN_001","2023-04-27T07:54:15Z"
"Ugx3pv3p-0sqxdHJo6p4AaABAg","With you since 2014","@kingschildren","2023-04-27T05:15:24Z"
"UgxUOXMVHqVS4KKIyEt4AaABAg","After translating some words that i do not know meanings, i saw the words were explaining with definitions at the end of the video. I am immensely grateful for such videos, and i believe that this really will help me to absorb this language😍","@nazhsnzd6536","2023-04-27T01:07:41Z"
"Ugx7bfRIREszaldQ1fV4AaABAg","Is dream including dream wife (life partner) too?","@achmadiid8644","2023-04-22T23:26:26Z"
"UgzIAyH6Ijz4s8yjmJd4AaABAg","Great session , desde GUATEMALA .","@otto4822","2023-04-22T20:20:09Z"
"UgwX5KhDD--mgNf58U54AaABAg","Hello 🇧🇷","@mariafernandaassis9210","2023-04-21T21:01:07Z"
"UgyrL2d-bZJk4BAlMaB4AaABAg","this is american English or British English","@juandev3280","2023-04-21T02:55:11Z"
"Ugx1iUPBsMDK_eb3-mJ4AaABAg","The episode is very beautiful, thank you❤️","@njoud4936","2023-04-19T20:08:32Z"
"Ugzg83o_4_MeinVtvbl4AaABAg","Hi guys! thank you so much for this video. About question, are you following your dreams? I think yes, It&#39;s a large trip, and sometimes hard but I&#39;m trying to be possible my dreams. 😊","@descubriendoconivonne","2023-04-19T06:59:59Z"
"UgyeSu_hwJpAQwxkefh4AaABAg","Dreams to follow? Goals to achieve to have a meaning in life Even if you not achieve, better to achieve.","@blasnavarretearaujo-pv2vu","2023-04-19T01:43:41Z"
"Ugx2owGpNMO5005diwF4AaABAg","Heloooooooo","@NIVENA_9","2023-04-16T03:40:00Z"
"UgyUr5GHDr-ux1ae1BJ4AaABAg","Hello, from Uzbekistan","@zebimaxmudova2158","2023-04-15T02:34:28Z"
"Ugxzr5zA1hALyLwHWnJ4AaABAg","This is a very good English learning program.\","@hwang4155","2023-04-15T01:44:51Z"
"UgwvUGka1q6MSK-FYUd4AaABAg","thứ 6/14/4/2023","@thomo-le1yi","2023-04-14T04:47:11Z"
"UgyOTFolwpCuwAZTCR94AaABAg","Hello from Uzbekistan","@anvarkhanfakhriddinov2450","2023-04-10T16:49:10Z"
"UgwZ-oVIdx_7aEHeCXd4AaABAg","Hello  from Uzbekistan","@Ziyoshcham","2023-04-06T03:55:38Z"
"UgzURvc3W2OmQ6H1NCh4AaABAg","it&#39;s true that everyone have a dream,my dream is travelling aroung the world and be independent of money also i wanna become a top level dancer and teach other people who rlly have desire to do it<br>im believe to myself and know that my dream would come true","@user-qn2ui2vv5p","2023-04-02T17:10:54Z"
"UgxztaR0yl8AYkykNLV4AaABAg","Beth<br>The first dreamer we’re going to meet lives in Riverside, a peace-loving community in New Zealand where everyone shares everything. Riverside members work for the community’s businesses, including a farm, a hotel and a café. All the money they earn is collected and shared between everyone equally.<br><br>Neil<br>Daisy, who was born in East Germany, joined Riverside in 2004. Here she explains her belief in sharing to BBC World Service programme, The Documentary.<br><br>Daisy<br>What I think I always believed in is that the sharing of resources can provide a group of people with quite a great advantage, but it doesn’t matter how many hours you work or what work you do, everyone is getting the same amount. And that is something that many people outside of Riverside struggle with, and where we’re often getting this ‘communism’ label attached to us, because it’s so… it seems so outlandish for people.<br><br>Beth<br>Riverside isn’t a communist community. In fact, people with many different political views live there. But Daisy says that local people struggle with the idea that everything is shared. If you struggle with an idea, you find it difficult to accept or think about it.<br><br>Neil<br>Daisy also says some local people call Riverside outlandish – strange and unusual.<br><br>Beth<br>Our second group of dreamers are a family - the Zapps. In 2000, childhood sweethearts, Herman and Candelaria Zapp, bought a vintage car and set off from Argentina to travel around the world with less than 3.500 dollars in their pockets. Twenty-two years and three children later they have visited over a hundred countries, meeting with countless people and experiences on the way.<br><br>Neil<br>Here, Herman Zapp explains to BBC World Service’s, The Documentary, how following his dream has changed him for the better.<br><br>Herman Zapp<br>I am so happy with the Herman there is now, that I know now – not the one who wanted to conquer the world, but the one who was conquered by the world. I learn so much from people, and it’s amazing how the more you meet people, the more you know stories, how much more humble you become because you notice that you are a beautiful, tiny piece of sand, but a very important piece of sand like everyone is, right?<br><br>Beth<br>After many years travelling, meeting new people and hearing their stories, Herman is more humble – not proud or arrogant. He no longer wants to conquer the world – to control it by force; rather, he has been conquered by his experiences.<br>Neil<br>Herman compares himself to a beautiful but tiny piece of sand and uses the phrase a grain of sand to describe things which are insignificant in themselves, but at the same time are an important part of the whole. <br><br>Beth<br>Daisy and Herman are rare examples of dreamers who followed their dream and found a happy life, lived without regret – which reminds me of your question, Neil.<br><br>Neil<br>Yes, I asked about Bronnie Ware’s book, The Top Five Regrets of the Dying. What do you think the number one regret was, Beth?<br><br>Beth<br>I guessed it was b) not following your dreams.<br><br>Neil<br>Which was the right answer! Not having the courage to follow your dreams was listed as the top life regret. At least we have people like Daisy and Herman to remind us dreams can come true!<br><br>Beth<br>OK, let’s recap the vocabulary from this programme, starting with utopia – a perfect world where everyone is happy.<br><br>Neil<br>If you struggle with an idea, you find it difficult to accept.<br><br>Beth<br>The adjective, outlandish, means strange and unusual.<br><br>Neil<br>To conquer something means to control it by force.<br><br>Beth<br>Someone who is humble is not proud or arrogant.<br><br>Neil<br>And finally, the phrase a grain of sand describes something which is both insignificant yet somehow important.<br><br>Beth<br>Once again, our six minutes are up. Bye for now!<br><br>Neil<br>Goodbye!","@khumaiiroo","2023-04-02T01:52:23Z"
"Ugzxncavr708iNtNr6t4AaABAg","I had many dreams. To be more happy I want to follow my own dreams. Russian quote says life means nothing without dreams. I agree with it. Dreams give us too many emotions like exciting, happiness and a lot of fun. Dreams come true. We should dream more, because it gives a hope. I follow my own dreams","@user-zn4sv3el2l","2023-04-02T00:05:48Z"
"UgwTL0xZlCE4K36Avtl4AaABAg","Thx for this podcast❤❤❤","@piyapornchaikul4318","2023-04-01T20:10:32Z"
"UgzUsk1JM3XI24W8Y_h4AaABAg","Very useful","@hieunguyenduc6368","2023-04-01T13:49:42Z"
"Ugw6OeVV5jKPLG6j1Gl4AaABAg","Daisy is Maggy? Hello!","@corinaijac4381","2023-03-30T02:47:09Z"
"UgyAOxO4MyUnkqPMYm54AaABAg","I am touched by this conversation, because I still doubt if I can hold my <a href=""http://dream.now/"">dream.Now</a> I just want to have a try...","@jessicazane5550","2023-03-29T08:51:33Z"
"UgzTjNw4nagPNlR2AW14AaABAg","I have dreams also won&#39;t tell the asshole <br>So bad personality who want to talk to him<br>Now our relationship is not to talk<br>Our relationship now are I say the right how he ill treated me","@user-cb5vg2ju9y","2023-03-29T04:17:21Z"
"UgzvJfbS4UMG_-00pBN4AaABAg","Wow that&#39;s incredible 🥰 from 🇧🇩❤","@daliaakter9361","2023-03-28T01:08:05Z"
"Ugz1yUj4SaR6ZtSAIR94AaABAg","Hello six minutes, I am from Bangladesh 💝💖💝","@sakilhasan9673","2023-03-27T05:24:11Z"
"UgwgbdjYbrbd-FLANuZ4AaABAg","Kyrgyzstan 🇰🇬","@albinanurbekova6780","2023-03-26T04:14:09Z"
"Ugxa4SKoJxsgkbVfquZ4AaABAg","ARE you following your dreams?","@kinparlink","2023-03-25T19:07:17Z"
"Ugzt7VVI295colP-QEh4AaABAg","Thank you so much.❤<br>From Uzbekistan📚","@artikbayeva","2023-03-25T18:05:08Z"
"UgzAIbpYHU4dO-qArvR4AaABAg","Sorry, where can I find the tape scripts of six minut English, please?","@yulduztorayeva5798","2023-03-25T11:47:35Z"
"UgzPOJjOBVxtM7x4azx4AaABAg","FROM VIETNAM","@transibinh2294","2023-03-23T12:40:24Z"
"UgwcK6-itB8TOl2EFHl4AaABAg","Yes, i do.  I&#39;m writing my second novel. 😜😜","@alexanderwilde8259","2023-03-23T12:19:16Z"
"Ugw7BZkDwtrmz9y5bIl4AaABAg","Thank you","@hlbobo85","2023-03-23T09:17:23Z"
"UgwMIFk5DkES6JGJIeN4AaABAg","This video is very good 👍","@ziyodjonshokirova1685","2023-03-23T08:13:12Z"
"UgxnfxQWt7IhEPICjTt4AaABAg","please tell me how to turn on subtitles in Russian.","@jalgasmuhamedjanov6112","2023-03-22T15:04:19Z"
"Ugyq3j_THYVgeiIWDqF4AaABAg","Splendid!!!!","@suhagchowdhury5453","2023-03-22T02:42:28Z"
"UgzupExpLG3pzFGbmJt4AaABAg","B","@Skshipon872","2023-03-21T03:23:51Z"
"UgzGidaDzWPe1uyi4_h4AaABAg","I am from morroco  .I want learn inglich. can you help me. Please","@tarikfes1084","2023-03-19T21:03:10Z"
"UgzKDkLKdTVHilpURCZ4AaABAg","I analyse my dream to know how my enemy within try to set me up using the spiritual world and manipulate me like a stupid Muppet.","@philippepommier4638","2023-03-19T20:22:51Z"
"Ugx43IWJv1kZsDE3wTt4AaABAg","Hello from Kyrgyzstan🇰🇬","@beknazarmasalbekov5030","2023-03-18T07:39:46Z"
"UgxKf4PuBUtV5nY7Crx4AaABAg","Hello from Bangladesh🇧🇩🇧🇩","@explorewithsamim","2023-03-18T05:52:13Z"
"Ugxo6hSlayWkZ-_juCh4AaABAg","Thanks 🎉🎉","@zuamorais","2023-03-17T11:17:06Z"
"UgwHpzmJbBHWAl7VMrl4AaABAg","HALOO FROM UZBEKISTAN","@nosir_007","2023-03-16T13:45:21Z"
"UgyvuxqWwHDHVWGe-Ud4AaABAg","I don&#39;t understand the meaning of the phrase &quot;a grain of sand&quot;. Can you give me an example please?","@nguyenthuha2375","2023-03-15T10:44:14Z"
"Ugy6f8PdFsGUJ1-2jn54AaABAg","Hello, I am Huy from Viet Nam","@jamiehuynguyen7259","2023-03-15T00:14:09Z"
"UgyU9a0H6Im0ynBrk554AaABAg","My dreams  are devasted by my dangerous   parents for want of money","@imranhassan9377","2023-03-11T18:54:51Z"
"UgxaGayMYixcgt2pnKZ4AaABAg","Hlw I am from Bangladesh.","@mariamakter9293","2023-03-11T12:53:23Z"
"UgwNrJrMrMY_Xu-W8HR4AaABAg","Hello , from Algeria 🇩🇿","@douaa7115","2023-03-05T21:10:34Z"
"UgxMgHuD0BUje2Q2WNN4AaABAg","utopia :  a perfect world where everyone is happy <br>get along with sb : to be friendly with sb<br>outlandish : unusual and strange<br>a grain of sand describes sth which is both insignificant yet somehow important","@vule6405","2023-03-05T10:28:46Z"
"Ugzex53pwsA7qjxODCB4AaABAg","hello from the Philippines.","@bryansumampong-mt5yp","2023-03-01T08:11:05Z"
"Ugz3cCLx_RinoQq6bzt4AaABAg","Excellent clip 👍","@syedmudassarhassanshah3585","2023-03-01T05:53:15Z"
"UgwHj1X8ySicoSPoOht4AaABAg","Hi to everybody from Uzbekistan","@nasibaxudoyqulova4564","2023-02-28T05:50:23Z"
"UgwFtkrWV8PkjR6H_Ml4AaABAg","Our only dream now is a free Iran 💚🤍❤️","@RNRezamohammadi","2023-02-27T06:46:16Z"
"Ugwl6kpRIGJn3wGCog14AaABAg","Your videos are so useful and the most useful is news review.<br>Really thanks for the best English teacher.<br>3&gt;","@Isameldin-ni7wj","2023-02-26T17:47:42Z"
"UgzkpB52_1dpg7ya4ex4AaABAg","Indonesia 🖐🖐🖐","@samatsutikno-ch5tx","2023-02-25T14:38:23Z"
"UgwXHB2XlZV0KwoRyS14AaABAg","BBC Learning English is number one best of pletform for english speaking  because i watch n listen twogether so, i liked it this channel thank u BBC Learning English for helping me","@dipikakakati6988","2023-02-23T11:13:58Z"
"UgwjTzhYdh8Os1P65_x4AaABAg","Hi from egypt","@user-lo4hj2wz3b","2023-02-22T16:24:47Z"
"UgxGuPs-u07gAUX1MVh4AaABAg","a great learning experience. thanks a lot","@saratgamini2297","2023-02-21T14:05:38Z"
"UgwzFNM5oaRtBflJ9bB4AaABAg","Thanks, very useful!<br>Looking for practice essay writing?<br>Welcome","@slava9431","2023-02-20T10:09:30Z"
"UgweAQlq8fF12vqAMPR4AaABAg","This video is so much important. I have been learning so many things from your channel.","@jabberahmed6277","2023-02-19T08:44:41Z"
"UgySLQcHY1yrFAAD9NV4AaABAg","hi from Myanmar🇲🇲🇲🇲🇲🇲","@ingyinhmwe2306","2023-02-19T02:37:50Z"
"Ugwr_NkthMwIGKhTCTh4AaABAg","This video is really useful. I&#39;ve learned a lot from the your channel. Life is about daring to dreams big and expecting our dreams to come true &lt;3","@hoavi5887","2023-02-17T06:38:59Z"
"UgxEpnVmGJspXKHZJRN4AaABAg","Hello, visit Uzbekistan. Uzbekistan is the best. Come on. 🇺🇿 ✊️🇺🇿 ✊️🇺🇿","@royalty4893","2023-02-16T02:02:37Z"
"Ugw_IeFqrJlx79D30Q54AaABAg","Hello, visit Uzbekistan. 🇺🇿 Come on.","@royalty4893","2023-02-16T02:00:37Z"
"UgyOBNl8ynPkKTUrB-V4AaABAg","Wow..like it","@gabrielgkabelen9824","2023-02-15T02:23:31Z"
"UgwxSUAka6ph0R-3sq14AaABAg","hey frm kazakhstan!❤️","@gulxqm","2023-02-14T13:20:25Z"
"UgxStSoOI3kGGb11bil4AaABAg","Hello  thanks  for this video","@assiaboubachta7428","2023-02-13T17:05:13Z"
"Ugx_T20D8TK-dBhMgfh4AaABAg","Love this channel ❤️ thank you 🌹 🇸🇦🇸🇦","@amalwsidi2430","2023-02-12T08:20:07Z"
"Ugw-eF8AObSDTWibm-N4AaABAg","Thank for remind me❤","@nguyendachung","2023-02-11T22:44:36Z"
"UgyTahZIDhZgTlMjgl94AaABAg","humble = modest # arrogant:  you think that you are not as important as others","@phungthiong4295","2023-02-10T15:56:19Z"
"UgzZSdaJFSVsUniREAl4AaABAg","Hello from Bangladesh.","@priyankamandal9096","2023-02-10T08:08:08Z"
"UgzYmbchDf80Cy4FG3J4AaABAg","If you have a dream, dream big because you only have a one life!","@FF7852","2023-02-09T01:32:17Z"
"UgzzZn-UrQvUTj-4A314AaABAg","Tough. Regret. Belief. Amont. Struggle. Outlandish. Humble. Proud. Conquer. İnsignificant","@fxriyyhuseynova9500","2023-02-07T13:25:19Z"
"Ugz4fsnre3cj8X1cAmd4AaABAg","pizdec nihuya ne ponyatno","@Band-dz6kp","2023-02-07T04:01:22Z"
"UgyDNrFxf2prZ0NhURp4AaABAg","Hello from Angola 🇦🇴 👋🏾","@joaodaniel5557","2023-02-06T10:54:51Z"
"Ugw9IKhWHCCbse58EF54AaABAg","Thanks a lot for this video. I just want to add that follow a dream is not always something extraordinary or extreme. It can be more simple that the exemples showed by the video. It can be get the job we expect after studies, open a restaurant, live in a farm,.... I always  surprised when given examples in the medias are often the same   like travelling, etc. I think if the question was asked to non occidental persons, the answers maybe really different...","@ghilegajp3999","2023-02-04T18:40:21Z"
"UgwIwqCf-Ds3dGIWrId4AaABAg","Can anyone droppe her insta to practice English while talking please //////girls only please","@user-yz9fb5lj1x","2023-02-01T21:41:35Z"
"UgySSuMb3UTmIP8Ap8h4AaABAg","Hello i&#39;m from Indonesian<br>Nice to meet you all😁","@ytbcreators_editing.","2023-02-01T12:50:57Z"
"UgxZdViqVZ7J224oqmh4AaABAg","Hello from Namangan,Uzbekistan.🇺🇿","@gvrff","2023-02-01T04:42:56Z"
"Ugx0UzRW1v7WQB70Dg14AaABAg","My love chenal is BBC learning English👍👍👍👍","@niginabafoyeva2373","2023-01-31T12:14:51Z"
"UgwrfwqrM6GzogPdY394AaABAg","How can I improve my english and learn vocabulary","@friendship8230","2023-01-30T13:01:51Z"
"UgzX-GHKx1vJuwTXgo54AaABAg","Hello I am from Uzb 🇺🇿","@sarvaramirov","2023-01-30T07:46:08Z"
"UgywEhu7wjILZ6hbsBN4AaABAg","Helpful 🎉🎉🎉🎉🎉","@therosegirl8302","2023-01-28T17:28:24Z"
"UgxuTdTncKzSBXhp5bN4AaABAg","I think all people in the world learn to English because of mostly in my life very most English and in the future people say today reader and tomorrow leader","@instabloger7961","2023-01-26T06:15:07Z"
"UgwssebE0gmbUH598vx4AaABAg","Hello from Russia 🇷🇺","@iminwonderland1618","2023-01-25T17:13:21Z"
"UgwgdKW8vpqFHv-9RM14AaABAg","Hello from Uzbekistan","@bahromyusufjonov4548","2023-01-25T13:20:58Z"
"UgxfU4CVBJW2AQp6HBJ4AaABAg","Hello i am from Bangladesh","@ahmedhossen6800","2023-01-24T13:57:50Z"
"UgwQeESdSL4GnUNbnwl4AaABAg","its very helpful channel for everyone who are interested to learn enlish","@kulveerkaur9015","2023-01-24T12:06:35Z"
"Ugx4MESE70_7if2JJ2R4AaABAg","Hello From Uzbekistan,","@Abdulbasit-go1yh","2023-01-23T16:32:17Z"
"UgyLqvMuwzxKpjnJc5h4AaABAg","Thank you for creator of this video, I remembered my dream when I was young😊","@ominamirhakimova402","2023-01-23T09:47:51Z"
"Ugz_gOZPmoBOuG6Bmo14AaABAg","lovely programme😍😍❤❤","@dilnozamiyleyeva8634","2023-01-22T07:33:16Z"
"UgycHbGkFdIbJ63sWmJ4AaABAg","great channel","@iiiiiiiiiieeeeeeee","2023-01-22T03:46:38Z"
"Ugxu4ru1_kKNf6PPYr14AaABAg","Hello from Myanmar.","@arthurwinthu8145","2023-01-21T15:27:36Z"
"UgyOPU5qqtPz2VCe57V4AaABAg","Hello thank you this video I&#39;m from Uzbekistan🇸🇱","@umidaagzamova4437","2023-01-21T02:10:40Z"
"Ugw1-lhEhurJ6ZIg9YN4AaABAg","how can we have the pdf","@baran9835","2023-01-19T09:44:19Z"
"Ugz_1srvW7ckdEeRy_F4AaABAg","Thank yow this is my berfect and great 😍❤️","@amirabenkhlifa5876","2023-01-17T19:12:27Z"
"Ugyuv9UkOJyFPLtq5Ax4AaABAg","Remember my name in the future <br>Nawaf","@NNn-ot1oo","2023-01-17T13:41:07Z"
"UgyPQxTAIitTuO3XxcF4AaABAg","good 👍","@emadali1610","2023-01-16T00:20:35Z"
"UgzMqlP5G0JKA7YuTcl4AaABAg","Hello! My name Nargiza","@nozimabaxromova2551","2023-01-15T06:40:35Z"
"Ugz9TcKajCO1GobbZwd4AaABAg","Hello from Uzbekistan🇺🇿🇺🇿🇺🇿","@elyoryuldashev346","2023-01-14T15:04:35Z"
"UgyeStMDk0pFKzkR5_R4AaABAg","Hello 👋 from Sudan 🇸🇩","@user-zv7gk1vf9s","2023-01-14T14:20:16Z"
"UgwJvkgBHt6dL15dwtl4AaABAg","I have a question.Can i say &quot; singing all day me &quot; instead of &quot; i am singing all day &quot; ?","@ccbaxter9351","2023-01-14T09:48:55Z"
"UgwCczL8qb9iqAWuNHB4AaABAg","Hello from Azerbaijan and Ukraine  🇺🇦❤🇦🇿","@user-zi3cl3vu2m","2023-01-08T16:52:42Z"
"UgxivbGNKdlqj1C7-lh4AaABAg","Hello from sudan","@nasreldinharoon384","2023-01-08T09:58:10Z"
"UgxrFBU3ynjs-iz2_HZ4AaABAg","It’s a pity the BBC don’t put the same independent efforts into their news!","@reeling-in","2023-01-07T12:06:18Z"
"UgyH0H51yi8jA0ONANR4AaABAg","Hello from Uzbekistan 🇺🇿","@Avazbek_Abdujalilov","2023-01-07T10:41:13Z"
"Ugw5hV4XQv8Vvrhk6qR4AaABAg","Hello guys I from Azerbaijan.l am learning English Russian Arabic Turkish languages .l love conversation word people thanks you very much is nice videos.","@MirMUHAMMEDQurbanov","2023-01-07T05:03:42Z"
"UgwHmka4MTsN5Ww7OpZ4AaABAg","Hello, from Bangladesh","@msnshahin3425","2023-01-05T18:46:24Z"
"UgxAzNSJckn-ESMHvvN4AaABAg","From Bangladesh","@mdjosim6754","2023-01-05T18:32:34Z"
"Ugzb_wAojXLvR1uAfbJ4AaABAg","From 🇧🇩","@asaduzzamanfoysal2150","2023-01-04T07:13:41Z"
"UgxaRDDVDebKrqp7cgt4AaABAg","Hi everyone I love this programme this is a lot of affected for me","@unidjonraximov6304","2023-01-04T05:40:58Z"
"UgwXLmCXDFuHMGkHIzV4AaABAg","I am starting learn english for my job 😊","@nasokhanasokha9260","2023-01-03T00:37:29Z"
"Ugxi73Yf-Pcvv78d32h4AaABAg","Hi from Algeria🇩🇿","@nourmost1162","2023-01-02T14:08:44Z"
"Ugx0wrKYss1iunnGsOl4AaABAg","After watching this video, I am once again convinced that I am on the right path to making my dreams come","@user-ek9tq3lz4z","2023-01-02T09:52:22Z"
"UgzsllETiuEPxLJGKdV4AaABAg","Hello from Uzbekistan","@BeautifulNotes","2022-12-31T07:15:58Z"
"Ugy6mW6JEPrW_C5ab6B4AaABAg","Hello. Form  Banglades ❤️❤️🖐️🖐️","@seemranofficial11k29","2022-12-31T06:04:05Z"
"UgxbxKAxQ7NWthdC7cF4AaABAg","Helo bbc englishe from ethiopia","@tsedeletilahun9523","2022-12-27T13:27:27Z"
"Ugyo1HK7Trf3KJ0j3Od4AaABAg","download","@heemagauss8691","2022-12-27T04:05:09Z"
"UgyfDRS6qm1gHNTIXHR4AaABAg","Hello from morocco 🇲🇦❤️","@lahcensafouan5221","2022-12-25T22:26:03Z"
"UgzLim1ZpQrkIS5MB1J4AaABAg","Thanks for your work 🙏🏽","@alexgomobilov3779","2022-12-25T17:23:34Z"
"UgwOn_eT8j4NEDZ0iuN4AaABAg","Greeting from Uzbekistan","@akbargulboyev5221","2022-12-25T11:21:49Z"
"UgxRU4OxieqNbPa1Xud4AaABAg","Hello!<br>I&#39;m from Bangladesh 🇧🇩🖤","@theultimatevlogger.2971","2022-12-25T04:42:04Z"
"UgwDBYRUOIDScgTpjHp4AaABAg","Hello from Cambodia 💖🇰🇭","@saoheng4698","2022-12-24T08:56:38Z"
"Ugz4ic7CC30pZdq98S54AaABAg","I just like this podcast","@thingoclannguyen8120","2022-12-24T07:13:12Z"
"UgxqlhFbFfj2wb130TJ4AaABAg","I am from Bangladesh 🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩","@md.raselkabir6159","2022-12-23T06:44:59Z"
"Ugx3_a_MSB6mp7OOlwR4AaABAg","Hello from UZBEKISTAN 🇺🇿","@Dilshodbek_mahmudov","2022-12-21T13:23:59Z"
